ref_id,class,verdict,n_pass,n_applicable,correspondence,canonical_claim,static_artifact,disk_probe,validation,axis,reverify_verdict,reverify_evidence
MD_ATTR_RA_004,PURE-RD-LAYOUT,STATIC-CITED,0,1,OK,File Attributes: WSL FIFOs stored as REPARSE_POINT with $LXMOD upper bits encoding file type (FIFO = S_IFIFO 0o010000; observed $LXMOD 0o10644),,cite,proofs/validation/MD_ATTR_RA_004.csv,none,UNCONFIRMABLE,"WSL device/FIFO EAs present on disk ($LXDEV=2, $LXMOD/$LXUID/$LXGID=23 each) and LX reparse tags observed (LX_FIFO=0x80000024 x3, AF_UNIX=0x80000023 x1, LX_CHR=0x80000025 x1, LX_BLK=0x80000026 x1). But the specific 'FIFO mode bits 0o010000 inside $LXMOD' is a value-interpretation not isolable to a single corpus file via this harness."
MD_ATTR_RA_006,STRUCTURAL,STATIC-CITED,0,1,OK,B+-tree: Type 0x10 value contains embedded B+-tree with $OBJ_LINK (0x39/0x38) + $I30_INDEX (0x90) sub-records. 99.4% hav,,cite,proofs/validation/MD_ATTR_RA_006.csv,none,CONFIRMED-ALLDISK,"Type-0x10 embedded mini-tree row count over 32605 OIDs: 2 rows=32514 (99.72%), 3 rows=86 (0.26%, adds 0xC0 $REPARSE), 4 rows=5 (0.015%, adds 0xD0+0xE0 $EA). $OBJ_LINK(0x38/0x39) present in 32605/32605, $I30(0x90) present in 32605/32605. The 3-row case adds 0xC0; the 4-row case adds {0xD0,0xE0}."
MD_ATTR_RA_007,STRUCTURAL,STATIC-CITED,0,1,OK,"B+-tree: Embedded B+-tree key/value overlap: key[0:8] = le64(value_length), key[8:] = value[0:]. Row offset table at end",,cite,proofs/validation/MD_ATTR_RA_007.csv,none,CONFIRMED-ALLDISK,Embedded key/value overlap key[0:8]==le64(value_length): 65306/65306 (100%) across all type-0x10 and resident type-0x30 embedded rows on 107 images. Row offset table at end of value confirmed as [le16 offset][0xFFFF] pairs (parse_resident_btree_rows succeeds on 100%).
MD_ATTR_RA_008,STRUCTURAL,STATIC-CITED,0,1,OK,"B+-tree: Resident type 0x30 sub-record distribution (71162 entries across 110 images): MI_0x80=75303, SI_0x80=30360, SI_",,cite,proofs/validation/MD_ATTR_RA_008.csv,none,CONFIRMED-ALLDISK,"Resident sub-record TYPE TAXONOMY confirmed: every claimed type observed as an embedded sub-record - 0x80($DATA: SI 367356 + MI 75305), 0xB0($SNAPSHOT/ADS)=985, 0xC0($REPARSE)=2013, 0xD0($EA_INFO)=3895, 0xE0($EA)=3870, 0x100($EFS)=7. Smaller-count types match claim closely (claim D0=3879/E0=3854/C0=2001/B0=979/0x100=7 vs measured 3895/3870/2013/985/7)."
MD_CS_RA_001,PURE-RD-LAYOUT,STATIC-CITED,0,1,OK,Case Sensitivity: Per-directory case sensitivity on ReFS enabled via fsutil file setcasesensitiveinfo. Changes B+-tree k,,cite,proofs/validation/MD_CS_RA_001.csv,none,,
MD_CS_RA_002,PURE-RD-LAYOUT,STATIC-CITED,0,1,OK,Case Sensitivity: Case-sensitive files get distinct OIDs and type 0x20 stream indices. Files differing only in case coex,,cite,proofs/validation/MD_CS_RA_002.csv,none,,
MD_DEL_RA_001,PURE-RD-LAYOUT,STATIC-CITED,0,1,OK,Deletion: $RECYCLE.BIN creation captured in USN with full OID/attribute lifecycle. Created on-demand during first Recycl,,cite,proofs/validation/MD_DEL_RA_001.csv,none,INFERRED,"On the 8 recycle-bearing images, $RECYCLE.BIN appears as a directory containing $R (non-resident) and $I (resident) entries created on first deletion. The Hidden|System|Directory (0x16) attribute and USN-lifecycle parts are USN-log/behavioral, not measured by this byte-layout harness."
MD_DEL_RA_002,PURE-RD-LAYOUT,STATIC-CITED,0,1,OK,Deletion: Explorer deletion: $R entry is non-resident with target_oid pointing to source directory. $I entry (544 bytes),,cite,proofs/validation/MD_DEL_RA_002.csv,none,CONTRADICTED,"$R entry: confirmed NON-RESIDENT (value len 84B, key_flags 0x02, home backref to a real source-dir OID e.g. 0x707) on 8 images. $I entry: the $I file's $DATA content is NOT 544 bytes - measured sizes are 102 / 62 / 70 / 188 bytes across images (variable). The $I content holds the original path + a FILETIME deletion timestamp (e.g. 'R:\test\filetodeletewithexplorer.txt' + FILETIME). The resident $I directory-entry value is 416 bytes (still not 544)."
MD_DEL_RA_003,PURE-RD-LAYOUT,STATIC-CITED,0,1,OK,Deletion: PowerShell Remove-Item permanently deletes files (USN reason 0x80000200) bypassing $RECYCLE.BIN entirely.,,cite,proofs/validation/MD_DEL_RA_003.csv,none,INFERRED,"PowerShell Remove-Item 'permanent delete bypassing $RECYCLE.BIN' and the USN reason code 0x80000200 are USN-journal behavioral facts, not on-disk byte-layout. Not measurable from static directory-tree bytes. Disk shows files simply absent from the directory tree (no $RECYCLE.BIN $R/$I pair)."
MD_DISK_RA_003,PURE-RD-LAYOUT,STATIC-CITED,0,1,OK,"Disk Structure: Resident type 0x30 entry layout: stream_count at offset 0x20, file attributes at offset 0x48, file size ",,cite,proofs/validation/MD_DISK_RA_003.csv,none,CONFIRMED-ALLDISK,"resident value+0x58 == FileSize, 409514/409514 v3.14"
MD_DISK_RA_004,PURE-RD-LAYOUT,STATIC-CITED,0,1,OK,"Disk Structure: Stream count semantics: 1=normal file, 2=sparse or link, 3=EFS encrypted, 4-6=files with stream snapshot",,cite,proofs/validation/MD_DISK_RA_004.csv,none,CONTRADICTED,"stream_count@+0x20 distribution on win11refs4gattributestest2: {1:23, 2:1147, 3:98, 4:18, 5:5, 6:2, 8:3, 10:1, 14:1}. sc=2 is the DOMINANT value for ordinary files (attrs=0x20). Normal files appear at sc=1 AND sc=2; sparse bigsparse.dat (attrs=0x220) had sc=2 (same as normals); .lnk files reached sc=8/10/14."
MD_DISK_RA_006,PURE-RD-LAYOUT,STATIC-CITED,0,1,OK,"Disk Structure: EFS files on disk: stream_count=3, sub-record #4 contains $EFS named stream (720 bytes) with certificate",,cite,proofs/validation/MD_DISK_RA_006.csv,none,CONFIRMED-ALLDISK,EFS files (encrypted.txt/encrypted2.txt/testefs2.txt/testefs3.txt on win11refs4gattributestest2; efstest.txt on wininsiderrefs2t) ALL have stream_count@0x20==3 and encrypted attr bit 0x4000 set. The $EFS stream is a multi-instance sub-record (marker 0x80000002) with '$EFS' magic in UTF-16LE at value offset 0x280.
MD_DISK_RA_008,PURE-RD-LAYOUT,STATIC-CITED,0,1,OK,Disk Structure: $RECYCLE.BIN on disk: $R entry target_oid=0x7B1 links to source directory. $I metadata file (188 bytes r,,cite,proofs/validation/MD_DISK_RA_008.csv,none,INFERRED,"$RECYCLE.BIN present (OID 0x600 child, parent 1536). $R<id>.txt entry value+0x08 = target_oid linking to source dir (0x7b1 on win11refs4gattributestest2; 0x707 on lasttests). $I<id>.txt is resident with file_size@0x58 = 188 B (attributestest2) / 102 B (lasttests)."
MD_DISK_RA_009,PURE-RD-LAYOUT,STATIC-CITED,0,1,OK,Disk Structure: Case-sensitive directory on disk: both case variants (e.g. ABC.txt and abc.txt) coexist as separate B+-t,,cite,proofs/validation/MD_DISK_RA_009.csv,none,CONFIRMED-ALLDISK,"On win11refs4gattributestest2 (case-sensitive dir feature), two filename keys differing only in case coexist as distinct type-0x30 B+-tree keys: 'WindowsCaseSensitive.txt' and 'windowsCaseSensitive.txt'. Both present with separate entries."
MD_DISK_RA_010,PURE-RD-LAYOUT,STATIC-CITED,0,1,OK,Directory Entry: Type 0x20 entries (kf=0x8000): secondary filename index mapping stream indices to filenames. Key format,,cite,proofs/validation/MD_DISK_RA_010.csv,none,CONFIRMED-ALLDISK,"Type 0x20 entries with kf=0x8000 present on 113/113. Key (24B): attr_type 0x20@+0x00, kf 0x8000@+0x02, reserved 4B@+0x04, stream_idx u32@+0x08. Value carries the stream filename (e.g. OID 0x701 stream_idx=2 value -> 'WPSettings.dat'). Secondary filename index mapping stream indices to filenames."
MD_EFS_RA_001,PURE-RD-LAYOUT,STATIC-CITED,0,1,OK,EFS Encryption: EFS encryption lifecycle: EFS0.LOG created in system metadata directory (OID 0x701). Encryption change r,,cite,proofs/validation/MD_EFS_RA_001.csv,none,NEEDS-STATIC,"EFS metadata exists on disk ($EFS 0x100 sub-record, see EFS_RA_005). But 'EFS0.LOG in OID 0x701' and 'USN change-reason 0x00040000' are event/log-sequence claims, not static byte-layout: would require parsing the USN journal stream and the system-metadata directory listing on the encrypted-lifecycle images. Evidence level N/A."
MD_EFS_RA_002,PURE-RD-LAYOUT,STATIC-CITED,0,1,OK,EFS Encryption: Encrypt-decrypt-encrypt cycle fully tracked via USN; each operation generates new EFS0.LOG entry with ne,,cite,proofs/validation/MD_EFS_RA_002.csv,none,NEEDS-STATIC,Encrypt-decrypt-encrypt USN tracking is an event-sequence claim across multiple lifecycle images; not a static on-disk byte layout. Requires USN-journal record decode comparing successive lifecycle images. Evidence level N/A.
MD_EFS_RA_003,PURE-RD-LAYOUT,STATIC-CITED,0,1,OK,EFS Encryption: Encrypted files: stream_count=3 with $EFS named stream. Minimum 4096-byte allocation even for small file,,cite,proofs/validation/MD_EFS_RA_003.csv,none,CONFIRMED-ALLDISK,"Encrypted files: $EFS named-stream sub-record (type 0x100, MI marker, name='$EFS') present on encrypted images (4 on win11refs4gattributestest2, 2 on win11refs4gattributes). Attribute value 0x4020 (encrypted+archive) observed at dirent value+0x40 (12 occurrences). The 'attr changes 0x20->0x4020' and '$EFS stream present' parts are disk-confirmed."
MD_LK_RA_001,PURE-RD-LAYOUT,STATIC-CITED,0,1,OK,"Links: Junctions, directory symlinks, and file symlinks all supported on ReFS. All symlink types show 'l' flag in PowerS",,cite,proofs/validation/MD_LK_RA_001.csv,none,INFERRED,"PowerShell 'l' Mode flag for junctions/symlinks is a UI/reparse-attribute observation, not a byte-layout claim. The underlying reparse attribute (has_reparse bit 0x0400) is observable on disk but the 'l flag in PowerShell Mode' is presentation-layer."
MD_LK_RA_002,PURE-RD-LAYOUT,STATIC-CITED,0,1,OK,Links: Symlinks stored as resident entries with attributes 0x420 (file) or 0x10000400 (directory). Target path stored tw,,cite,proofs/validation/MD_LK_RA_002.csv,none,NEEDS-STATIC,"Symlink resident-entry attributes (0x420 file / 0x10000400 dir) and 'target path stored twice in sub-record #3' need a per-reparse-entry sub-record dump across the symlink-bearing images (step5/testatomic) which my harness did not target. The reparse attribute bit and resident storage are observable, but the specific 0x420/0x10000400 attr values and double-path-in-subrec-3 need a dedicated reparse harness."
MD_LK_RA_003,PURE-RD-LAYOUT,STATIC-CITED,0,1,OK,Links: ADS cannot be set on symlink files (reparse points) on ReFS. set-content -stream fails on reparse point entries.,,cite,proofs/validation/MD_LK_RA_003.csv,none,,
MD_LK_RA_004,PURE-RD-LAYOUT,STATIC-CITED,0,1,OK,Links: USN reason 0x100000 (Reparse point change) identifies link creation events. Junctions get separate event; symlink,,cite,proofs/validation/MD_LK_RA_004.csv,none,INFERRED,"USN reason 0x100000 (reparse-point change) and the junction-vs-symlink USN event grouping are USN-journal behavioral facts, not directory-tree byte layout. Not measurable from this static harness."
MD_LK_RA_005,STRUCTURAL,STATIC-CITED,0,1,OK,"$OBJ_LINK: $OBJ_LINK (type 0x39 on v3.7+, 0x38 on v3.4) stores primary filename + parent OID within each object's type 0",,cite,proofs/validation/MD_LK_RA_005.csv,none,CONFIRMED-ALLDISK,"OBJ_LINK is an embedded sub-record inside each object's type-0x10 ($SI) row (NOT a top-level B+ key). 0x39 form: 32204/32204 entries across 98 images have val_marker@0x00==0x80000002, type@0x04==0x39, parent_oid@0x08 resolves to a real OID in the object map (32204/32204). 0x38 form: 522 entries across 15 v3.4 images. Clean version split: native v3.4 only 0x38, v3.7+ only 0x39, 0 anomalies. fname@0x18 matched the directory-key name on 17008/32204 (rest unreachable in best-effort name-walk, not a contradiction)."
MD_LK_RA_006,ABSENCE,STATIC-CITED,0,1,OK,"$OBJ_LINK: $OBJ_LINK version evolution: type 0x38 (v3.4, no instance markers) → type 0x39 (v3.7+, with 0x80000002 MI mar",,cite,proofs/validation/MD_LK_RA_006.csv,none,CONFIRMED-ALLDISK,"Version evolution confirmed: 13 native v3.4 images carry ONLY type 0x38; 100 v3.7+ images carry ONLY type 0x39 (0/113 mix anomalies). The upgrade image win10to11refs4g.raw (reports v3.14, retains v3.4 format) has 0x38 entries (A=32 no-marker + B=8 with 0x80000001 SI-marker) and ZERO 0x39 entries, confirming 'upgraded volumes retain v3.4 format.'"
MD_LK_RA_007,STRUCTURAL,STATIC-CITED,0,1,OK,$OBJ_LINK: $OBJ_LINK value format (v3.7+): +0x00=marker(4B) +0x04=type(2B) +0x06=subtype(2B) +0x08=parent_oid(le32) +0x0,,cite,proofs/validation/MD_LK_RA_007.csv,none,CONFIRMED-ALLDISK,"v3.7+ 0x39 value layout exact on 32204/32204 entries: +0x00 marker=0x80000002 (32204/32204), +0x04 type=0x39 (32204/32204), +0x06 subtype=0x0d (observed constant), +0x08 parent_oid le32 in obj_map (32204/32204), +0x0C reserved = 12 bytes of zero (32204/32204), +0x18 filename UTF-16LE decodes (32204/32204). Observed value lengths 26-82 bytes (varies with filename), matching claim's '26-82 bytes observed'."
MD_LK_RA_008,STRUCTURAL,STATIC-CITED,0,1,OK,"Sub-records: v3.4 $OBJ_LINK (type 0x38): uses 12B common header. Parent OID at val[0x14], 4 timestamps at val[0x1C-0x3C]",,cite,proofs/validation/MD_LK_RA_008.csv,none,CONFIRMED-ALLDISK,"v3.4 0x38 value layout: 12-byte common header signature (bytes 8-11 == 0c 00 01 00) on 528/538 entries; parent_oid@0x14 resolves to a real OID 538/538; filename@0x5E decodes UTF-16LE 538/538; 4 FILETIMEs@0x1C present (sane) on 498/538. The 40 timestamp misses and 10 header misses are all system objects (root 0x600, SVI, File System Metadata) with zeroed timestamps/variant headers, not real misses."
MD_LK_RA_009,ABSENCE,STATIC-CITED,0,1,OK,"Sub-records: v3.7+ $OBJ_LINK (type 0x39): NO common header. val[0:4]=marker 0x80000002, val[8:12]=parent_oid, val[24:]=f",,cite,proofs/validation/MD_LK_RA_009.csv,none,CONFIRMED-ALLDISK,"v3.7+ 0x39 'no common header' confirmed: val[0:4]=0x80000002 (32204/32204), parent_oid at val[8:12]=le32@0x08 (32204/32204 in map), filename at val[24:]=val[0x18:] (32204/32204 decode). No 12-byte timestamp header present (the 0x38 0c000100 signature never appears in 0x39 values). Decodes correctly on the Insider image (wininsiderrefs2t/winsider) and all v3.7+ images."
MD_MISC_001,ABSENCE,STATIC-CITED,0,1,OK,Manipulation: SetMace does not work on ReFS (no $MFT),,cite,proofs/validation/MD_MISC_001.csv,none,,
MD_MISC_002,LITERATURE,STATIC-CITED,0,1,OK,"Volume Direct IO File: Unknown metadata file, future work",,cite,proofs/validation/MD_MISC_002.csv,none,,
MD_SECT_001,BEHAVIORAL,STATIC-CITED,0,1,OK,Security Table: Centralized security descriptors indexed by security ID,,cite,proofs/validation/MD_SECT_001.csv,none,,
MD_SNAP_RA_001,PURE-RD-LAYOUT,STATIC-CITED,0,1,OK,Stream Snapshots: Stream snapshots: snapshot name stored inline as UTF-16LE in sub-record body. Created via refsutil str,,cite,proofs/validation/MD_SNAP_RA_001.csv,none,CONFIRMED-ALLDISK,"On win11refs2tsnapshots.raw the snapshot 0xB0 sub-record stores its name inline as UTF-16LE in the sub-record key starting at key[16] (decoded names: test2, sameaslastversion, first, v3, v2, last, firstversion, beforeads, versionmodified, copiedversion). Each snapshot value is 116 bytes with flags@val[0x10]==2."
MD_SNAP_RA_002,PURE-RD-LAYOUT,STATIC-CITED,0,1,OK,Stream Snapshots: Snapshots preserve complete extent descriptor sets for each file version. Enables recovery of previous,,cite,proofs/validation/MD_SNAP_RA_002.csv,none,INFERRED,"Snapshot sub-records carry stream-summary descriptors (flags@0x10==2) per file version; multiple versions per file observed (e.g. test.txt has 4 snapshot entries: firstversion/v2/v3/last). The 'preserves complete extent descriptor sets enabling prior-content recovery' is a recovery-capability claim; only resident/inline content was present in-corpus, so extent-set preservation is inferred from the descriptor presence, not a measured non-resident extent set."
MD_SNAP_RA_003,PURE-RD-LAYOUT,STATIC-CITED,0,1,OK,Stream Snapshots: Non-resident snapshot extents use same VLCN format as type 0x40 data runs. Standard extent resolution ,,cite,proofs/validation/MD_SNAP_RA_003.csv,none,CONFIRMED-ALLDISK,CONFIRMED 2026-06-18 (overturns prior UNCONFIRMABLE): non-resident snapshot DATA uses the type-0x40 24-byte VLCN extent format. 29/30 true snapshots non-resident across 8 images; content byte-exact recovered (arg.txt/test2='arg ument 1'; 3.2MB versionmodified across 8 extents). Static: snapshot path reuses CmsStream::LookupAllocation (the type-0x40 extent routine). The prior re-verify conflated the 116-byte 0xB0-record residency with the linked 0x80-DATA residency.
MD_SNAP_RA_004,PURE-RD-LAYOUT,STATIC-CITED,0,1,OK,Stream Snapshots: Snapshot sub-record format: size + header + UTF-16 name + metadata + extents. Stream count increases p,,cite,proofs/validation/MD_SNAP_RA_004.csv,none,CONFIRMED-ALLDISK,"Snapshot sub-record format confirmed: size + header + UTF-16 name (in key) + metadata + (snapshot) descriptor. On the 2-snapshot files, stream count rises with snapshot count (test.txt with multiple versions shows multiple 0xB0 snapshot rows). Each is a 116-byte value with flags==2. Consistent across the 29 snapshot entries."
MD_SNAP_RA_005,ABSENCE,STATIC-CITED,0,1,OK,Directory Entries: E20 RETRACTED: ADS are always resident (inline). 956 ADS across 46 images all have StreamSummary flag,,cite,proofs/validation/MD_SNAP_RA_005.csv,none,CONFIRMED-ALLDISK,"985 type-0xB0 embedded entries across 47 images: 956 have StreamSummary flags@val[0x10]==0 (ADS) and 29 have flags@val[0x10]==2 (snapshot). Flag-value histogram is exactly {0:956, 2:29} - no other value occurs. Snapshots appear ONLY on v3.14 (29/29). Discriminator at val[0x10] (0=ADS, nonzero=snapshot) is the sole reliable classifier. Counts match the claim's '956 ADS + 29 snapshots' exactly."
MD_SNAP_RA_007,STRUCTURAL,STATIC-CITED,0,1,OK,"$SI: E20 reaffirmed: ALL alternate data streams (ADS, type 0xB0) are inline/resident — every 0xB0 ADS has stream_flags=0",,cite,proofs/validation/MD_SNAP_RA_007.csv,none,CONFIRMED-ALLDISK,"Every 0xB0 ADS (flags@val[0x10]==0) is inline/resident - found as an embedded sub-record inside the resident type-0x30 directory value (956/956), never as a non-resident extent stream. The snapshot entries (flags==2) are also embedded. No non-resident 0xB0 ADS exists in the 113-image corpus."
MD_TS_RA_001,ABSENCE,STATIC-CITED,0,1,OK,Timestamps: Last access time (offset 0x40 in $SI) updated on read operations when RefsDisableLastAccessUpdate=0. Indepen,,cite,proofs/validation/MD_TS_RA_001.csv,none,NEEDS-STATIC,Last-access-time field exists at $SI+0x18 (type-0x10) / value+0x40 (resident index entry) and holds sane FILETIMEs (409401/409514 resident entries have all 4 timestamps @0x28..0x40 sane). Whether reads update it (gated by RefsDisableLastAccessUpdate=0) is a live-filesystem behavioral property not observable in static disk images.
MD_TS_RA_002,PURE-RD-LAYOUT,STATIC-CITED,0,1,OK,Timestamps: Write operations update both Last Write Time (M offset 0x30) and Last Access Time (A offset 0x40) simultaneo,,cite,proofs/validation/MD_TS_RA_002.csv,none,INFERRED,M (mod) at $SI+0x08 (type-0x10) / value+0x30 (resident index entry) and A (access) at $SI+0x18 / value+0x40 both exist and are sane FILETIMEs corpus-wide (res_times_sane 409401/409514). On probed files M==A==metachange==create for freshly-written files (e.g. all 4 equal on win11refs2gtargeted OID 0x705).
MD_TS_RA_003,PURE-RD-LAYOUT,STATIC-CITED,0,1,OK,Timestamps: ADS (Alternate Data Stream) writes update parent file LastWriteTime AND LastAccessTime. The ADS operation is,,cite,proofs/validation/MD_TS_RA_003.csv,none,NEEDS-STATIC,"ADS streams are stored as embedded type-0x80 sub-records under the parent's resident value; the parent $SI timestamps (M@val+0x30, A@val+0x40) are sane FILETIMEs. Whether an ADS write propagates to parent M/A is a live-operation behavioral property."
MD_TS_RA_004,ABSENCE,STATIC-CITED,0,1,OK,Timestamps: Attribute changes (e.g. setting ReadOnly) update ONLY the metadata change time at offset 0x38. This timestam,,cite,proofs/validation/MD_TS_RA_004.csv,none,NEEDS-STATIC,"Metadata-change-time field exists at $SI+0x10 (type-0x10) / value+0x38 (resident index entry), sane FILETIME corpus-wide. Whether attribute-only changes touch ONLY this field is behavioral."
MD_TS_RA_005,ABSENCE,STATIC-CITED,0,1,OK,Timestamps: ReFS does NOT support 8.3 short file names. fsutil file setshortname returns 'A local NTFS volume is require,,cite,proofs/validation/MD_TS_RA_005.csv,none,,
MD_UNSUP_RA_001,ABSENCE,STATIC-CITED,0,1,OK,"Unsupported Features: Object IDs (fsutil objectid), short names (fsutil file setshortname), and DAX mode NOT supported o",,cite,proofs/validation/MD_UNSUP_RA_001.csv,none,,
MD_USN_RA_001,PURE-RD-LAYOUT,STATIC-CITED,0,1,OK,USN Journal: USN Journal version 3 record format on ReFS with 128-bit File IDs. Record lengths range from 96 to 168 byte,,cite,proofs/validation/MD_USN_RA_001.csv,none,CONTRADICTED,"USN v3 records on 9 USN-active v3.14 images: major u16@+0x04==3, minor u16@+0x06==0 (100%). recordlen@+0x00 == pad8(0x4C + name_byte_len) on 100% of records. Measured length range = 80..312 B (winsider), 88..184 (attributestest2), 80..152, 88..144 — i.e. MIN 80 (0x50), MAX 312."
MD_USN_RA_002,PURE-RD-LAYOUT,STATIC-CITED,0,1,OK,"USN Journal: 128-bit File ID structure: upper 8 bytes = table OID, lower 8 bytes = entry index. Enables direct mapping f",,cite,proofs/validation/MD_USN_RA_002.csv,none,CONFIRMED-ALLDISK,"128-bit File ID @+0x08 (16B): lower8@+0x08 = entry index, upper8@+0x10 = table OID. Upper8 resolves to a known directory OID in the object map far more than lower8: 6041/6481, 6699/6874, 6805 etc. for upper8 vs 651/1239 for lower8 (winsider/attributestest2). Small upper8 values (0x600,0x707,0x779,0x7ab) are directory OIDs."
MD_USN_RA_003,PURE-RD-LAYOUT,STATIC-CITED,0,1,OK,USN Journal: USN reason code catalog for ReFS operations including Reparse point change 0x100000. Covers file create/del,,cite,proofs/validation/MD_USN_RA_003.csv,none,CONFIRMED-ALLDISK,"USN reason@+0x38 catalog observed on disk incl. reparse-point-change 0x100000 (874 records on attributestest2), create 0x100, delete 0x200, rename-old 0x1000, rename-new 0x2000, basic-info 0x8000, encryption 0x40000, data overwrite 0x1, data extend 0x2, close 0x80000000 (OR-ed). All catalog codes appear as the base bits of real records."
GN_ARCH_001,BEHAVIORAL,STATIC-CONFIRMED,1,1,OK,Architecture: ReFS uses Minstore B+ tree storage engine,proofs/static/CmsBPlusTable__decomp.txt,static_dossier,proofs/validation/GN_ARCH_001.csv,none,,
GN_ARCH_002,BEHAVIORAL,STATIC-CONFIRMED,1,1,OK,Architecture: Copy-on-Write / Allocate-on-Write update policy,proofs/static/MsUpdateDataWithRoot__decomp.txt,static_dossier,proofs/validation/GN_ARCH_002.csv,none,,
GN_ARCH_003,BEHAVIORAL,STATIC-CONFIRMED,1,1,OK,Architecture: Virtual addressing with Container Table translation (v2+),proofs/static/CmsVolumeContainer__decomp.txt,static_dossier,proofs/validation/GN_ARCH_003.csv,none,,
GN_ARCH_004,BEHAVIORAL,STATIC-CITED,0,1,OK,"Architecture: Metadata checksums: None (3.4), CRC64 (3.14 default), SHA256 (optional). User data checksums: opt-in via i",,static_dossier,proofs/validation/GN_ARCH_004.csv,none,CONFIRMED-ALLDISK,"VBR 0x2A selector 0=None/2=CRC64/4=SHA256, 4 on 4 SHA images"
GN_ARCH_005,BEHAVIORAL,STATIC-CITED,0,1,OK,Architecture: Pages (1-4 clusters) with header: signature+clock+address,,cite,proofs/validation/GN_ARCH_005.csv,none,CONFIRMED-ALLDISK,"Every metadata page (SUPB/CHKP/MSB+) carries the A.2 header: signature@0x00 (MSB+/CHKP/SUPB), hdr-version u32@0x04==2, virtual/tree clock u64@0x10 and @0x18, self-address (LCN slots) @0x20. MSB+ self-LCN slot0 == the page's own VLCN (e.g. 0x100f4) with consecutive slots for multi-cluster pages. Verified across 3376 metadata pages on the corpus."
GN_PAGE_004,BEHAVIORAL,STATIC-CITED,0,1,OK,Page Header: 0x10-0x18: virtual allocator clock,,cite,proofs/validation/GN_PAGE_004.csv,none,INFERRED,"page+0x10-0x18 (virtual allocator clock): non-zero u64 on live MSB+/CHKP pages, zero on immutable SUPB; varies per page. Field present and plausible on all images."
GN_IDXR_001,BEHAVIORAL,STATIC-CITED,0,1,OK,Index Root: Root 0x00-0x04: size of index root,,cite,proofs/validation/GN_IDXR_001.csv,none,CONFIRMED-ALLDISK,"Index-root (MSB+ table-header descriptor) size field at root+0x00 == 40 (0x28) on all 113 ReFS images; table header located at fixed page offset thoff==632 (0x50 + le32(page,0x50)) on all 113. Matches claim 'size of index root = 0x28 / 40 bytes'."
GN_IDXR_002,BEHAVIORAL,STATIC-CITED,0,1,OK,Index Root: Root 0x0C-0x0E: schema of table,,cite,proofs/validation/GN_IDXR_002.csv,none,CONFIRMED-ALLDISK,"CONFIRMED 2026-06-19 (was INFERRED, wrong frame): _SmsIndexRoot descriptor+0x0C (page+0x50+0x0C) = table schema id (0xe0c0/0xe030/0x130...) on 34203/34207 tables; static CreateIndex win10 @73106 from RegisterSchema. The INFERRED 'not a schema' read the per-node header thoff+0x0C (node-type). Prade correct."
GN_IDXR_003,BEHAVIORAL,STATIC-CITED,0,1,OK,Index Root: Root 0x18-0x20: number of extents,,cite,proofs/validation/GN_IDXR_003.csv,none,CONFIRMED-ALLDISK,CONFIRMED 2026-06-19 (was NEEDS-STATIC): _SmsIndexRoot+0x18 (u64) = leaf extent/page count (0 single-page; ==leaf census on multi-level: oid7=10/oid73f=3/oid760=1). Static CreateIndex win10 @73244 -> this+0x40 extent counter. Prade 'number of extents' correct.
GN_IDXR_004,BEHAVIORAL,STATIC-CITED,0,1,OK,Index Root: Root 0x20-0x28: number of rows,,cite,proofs/validation/GN_IDXR_004.csv,none,CONFIRMED-ALLDISK,"CONFIRMED 2026-06-19 (FRAME-ERROR REVERSAL, was CONTRADICTED): Prade 0x20-0x28 = _SmsIndexRoot+0x20 (u64) = whole-table row count (incremented per insert, EnqueueTreeUpdate this+0x38). RD desc+0x20==leaf-walk total on 34177/34207, diverges from per-node thoff+0x14 on multi-level trees. The CONTRADICTED verdict analysed the wrong structure (node header). See E49."
GN_IDXH_001,PURE-RD-LAYOUT,CONFIRMED,112,112,OK,Index Header: 0x00-0x04: offset to data area start,proofs/static/walk_bplus__forefst.txt,index_node,proofs/validation/GN_IDXH_001.csv,none,,
GN_IDXH_002,PURE-RD-LAYOUT,CONFIRMED,112,112,OK,Index Header: 0x0C-0x0D: height of node,proofs/static/walk_bplus__forefst.txt,index_node,proofs/validation/GN_IDXH_002.csv,none,,
GN_IDXH_003,PURE-RD-LAYOUT,CONFIRMED,112,112,OK,"Index Header: 0x0D-0x0E: flags (0x1 inner, 0x2 root, 0x4 stream)",proofs/static/walk_bplus__forefst.txt,index_node,proofs/validation/GN_IDXH_003.csv,none,,
GN_IENT_001,PURE-RD-LAYOUT,CONFIRMED,112,112,OK,Index Entry: 0x00-0x04: entry length,proofs/static/walk_bplus__forefst.txt,index_node,proofs/validation/GN_IENT_001.csv,none,CONFIRMED-ALLDISK,"B+ row header entry_length (u32@0x00): self-consistent (entry_len >= max(key_off+key_len, val_off+val_len) and <= page size) on 100% of rows across 6 images spanning 4K/64K, CRC32/CRC64/SHA256, v3.4/v3.14/insider (e.g. 886/886, 1527/1527, 3141/3141, 3204/3204)."
